wid|person|personLabel|photo|genderLabel|citizenshipLabel|sitelink|lccn|description|birth|pPrize
Q183492|http://www.wikidata.org/entity/Q183492|Margaret Atwood|http://commons.wikimedia.org/wiki/Special:FilePath/Margaret%20Atwood%202015.jpg|female|Canada|https://en.wikipedia.org/wiki/Margaret_Atwood|n79102766|Canadian writer|1939-11-18T00:00:00Z|false
Q1282338|http://www.wikidata.org/entity/Q1282338|Robert Coover|http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Coover%20CaveWriting%201.jpg|male|United States of America|https://en.wikipedia.org/wiki/Robert_Coover|n80038251|writer, teacher|1932-02-04T00:00:00Z|false
Q1367133|http://www.wikidata.org/entity/Q1367133|Hari Kunzru||male|United Kingdom|https://en.wikipedia.org/wiki/Hari_Kunzru|n2001041382|British Indian novelist and journalist|1969-01-01T00:00:00Z|false
Q230591|http://www.wikidata.org/entity/Q230591|Carson McCullers|http://commons.wikimedia.org/wiki/Special:FilePath/Carsonmccullers.jpg|female|United States of America|https://en.wikipedia.org/wiki/Carson_McCullers|n79059038|American writer|1917-02-19T00:00:00Z|false
Q151872|http://www.wikidata.org/entity/Q151872|Amos Oss vengurion|http://commons.wikimedia.org/wiki/Special:FilePath/Amos%20oz675.jpg|male|Israel|https://en.wikipedia.org/wiki/Amos_Oz|n50051544|Zionist writer, novelist, journalist and intellectual|1939-05-04T00:00:00Z|false
Q1369803|http://www.wikidata.org/entity/Q1369803|J. F. Powers||male|United States of America|https://en.wikipedia.org/wiki/J._F._Powers|n79063855|American writer|1917-08-08T00:00:00Z|false
Q229840|http://www.wikidata.org/entity/Q229840|Annie Proulx|http://commons.wikimedia.org/wiki/Special:FilePath/Annie%20Proulx%20Frankfurt%20Book%20Fair%20Conference%202009%20%28cropped%29.jpg|female|United States of America|https://en.wikipedia.org/wiki/Annie_Proulx|n80091138|American novelist, short story and non-fiction author|1935-08-22T00:00:00Z|true
Q49080|http://www.wikidata.org/entity/Q49080|Isaak Babel|http://commons.wikimedia.org/wiki/Special:FilePath/Isaac%20Babel.png|male|Soviet Union|https://en.wikipedia.org/wiki/Isaac_Babel|n50047804|Russian language journalist, playwright, literary translator, and short story writer|1894-07-12T00:00:00Z|false
Q44593|http://www.wikidata.org/entity/Q44593|V. S. Naipaul|http://commons.wikimedia.org/wiki/Special:FilePath/VS%20Naipal%202016%20Dhaka.jpg|male|Trinidad and Tobago|https://en.wikipedia.org/wiki/V._S._Naipaul|n79099320|Trinidadian-British writer of Indo-Nepalese ancestry|1932-08-17T00:00:00Z|false
Q44306|http://www.wikidata.org/entity/Q44306|Salman Rushdie|http://commons.wikimedia.org/wiki/Special:FilePath/Hayfestival-2016-Salman-Rushdie-1-cu.jpg|male|United Kingdom|https://en.wikipedia.org/wiki/Salman_Rushdie|n80146294|British Indian novelist and essayist|1947-06-19T00:00:00Z|false
Q148886|http://www.wikidata.org/entity/Q148886|Bruno Schulz|http://commons.wikimedia.org/wiki/Special:FilePath/Drohobycz%20bruno%20schulz%2008%202008%20adpt.jpg|male|Poland|https://en.wikipedia.org/wiki/Bruno_Schulz|n79073610|Polish novelist and painter|1892-07-12T00:00:00Z|false
Q44306|http://www.wikidata.org/entity/Q44306|Salman Rushdie|http://commons.wikimedia.org/wiki/Special:FilePath/Hayfestival-2016-Salman-Rushdie-1-cu.jpg|male|British Raj|https://en.wikipedia.org/wiki/Salman_Rushdie|n80146294|British Indian novelist and essayist|1947-06-19T00:00:00Z|false
Q219862|http://www.wikidata.org/entity/Q219862|Raymond Carver|http://commons.wikimedia.org/wiki/Special:FilePath/Raymond%20Carver.jpg|male|United States of America|https://en.wikipedia.org/wiki/Raymond_Carver|n80113040|American short story author and poet|1938-05-25T00:00:00Z|false
Q204168|http://www.wikidata.org/entity/Q204168|Lorrie Moore|http://commons.wikimedia.org/wiki/Special:FilePath/Lorrie%20Moore.JPG|female|United States of America|https://en.wikipedia.org/wiki/Lorrie_Moore|n84042742|American writer|1957-01-13T00:00:00Z|false
Q49080|http://www.wikidata.org/entity/Q49080|Isaak Babel|http://commons.wikimedia.org/wiki/Special:FilePath/Isaac%20Babel.png|male|Russian Empire|https://en.wikipedia.org/wiki/Isaac_Babel|n50047804|Russian language journalist, playwright, literary translator, and short story writer|1894-07-12T00:00:00Z|false
Q230141|http://www.wikidata.org/entity/Q230141|Chimamanda Ngozi Adichie|http://commons.wikimedia.org/wiki/Special:FilePath/ChimamandaAdichie.jpg|female|Nigeria|https://en.wikipedia.org/wiki/Chimamanda_Ngozi_Adichie|n2003042876|Nigerian writer|1977-09-15T00:00:00Z|false
Q217557|http://www.wikidata.org/entity/Q217557|Joyce Carol Oates|http://commons.wikimedia.org/wiki/Special:FilePath/Joyce%20carol%20oates%202014.jpg|female|United States of America|https://en.wikipedia.org/wiki/Joyce_Carol_Oates|n78095538|American author|1938-06-16T00:00:00Z|false
Q151708|http://www.wikidata.org/entity/Q151708|Joseph O'Neill|http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20oneill%202010.jpg|male|United States of America|https://en.wikipedia.org/wiki/Joseph_O%27Neill_(writer,_born_1964)|no96006071|Irish poet|1964-02-23T00:00:00Z|false
Q44306|http://www.wikidata.org/entity/Q44306|Salman Rushdie|http://commons.wikimedia.org/wiki/Special:FilePath/Hayfestival-2016-Salman-Rushdie-1-cu.jpg|male|India|https://en.wikipedia.org/wiki/Salman_Rushdie|n80146294|British Indian novelist and essayist|1947-06-19T00:00:00Z|false
